Time,Task,n_estimators,max_depth,criterion,Accuracy,F1 Score,Train Size,Features
2026-03-14 21:45:57,disease_Raspberry,50,20,gini,1.0,1.0,260,1864
2026-03-14 21:45:57,disease_Raspberry,50,30,gini,1.0,1.0,260,1864
2026-03-14 21:45:57,disease_Raspberry,50,full,gini,1.0,1.0,260,1864
2026-03-14 21:45:58,disease_Raspberry,100,10,gini,1.0,1.0,260,1864
2026-03-14 21:45:58,disease_Raspberry,100,20,gini,1.0,1.0,260,1864
2026-03-14 21:45:59,disease_Raspberry,100,30,gini,1.0,1.0,260,1864
2026-03-14 21:45:59,disease_Raspberry,100,full,gini,1.0,1.0,260,1864
2026-03-14 21:46:00,disease_Raspberry,200,10,gini,1.0,1.0,260,1864
2026-03-14 21:46:01,disease_Raspberry,200,20,gini,1.0,1.0,260,1864
2026-03-14 21:46:02,disease_Raspberry,200,30,gini,1.0,1.0,260,1864
2026-03-14 21:46:03,disease_Raspberry,200,full,gini,1.0,1.0,260,1864
2026-03-14 21:46:04,disease_Raspberry,300,10,gini,1.0,1.0,260,1864
2026-03-14 21:46:06,disease_Raspberry,300,20,gini,1.0,1.0,260,1864
2026-03-14 21:46:07,disease_Raspberry,300,30,gini,1.0,1.0,260,1864
2026-03-14 21:46:08,disease_Raspberry,300,full,gini,1.0,1.0,260,1864
2026-03-14 21:46:09,disease_Soybean,50,10,gini,1.0,1.0,3563,1864
2026-03-14 21:46:09,disease_Soybean,50,20,gini,1.0,1.0,3563,1864
2026-03-14 21:46:09,disease_Soybean,50,30,gini,1.0,1.0,3563,1864
2026-03-14 21:46:10,disease_Soybean,50,full,gini,1.0,1.0,3563,1864
2026-03-14 21:46:10,disease_Soybean,100,10,gini,1.0,1.0,3563,1864
2026-03-14 21:46:11,disease_Soybean,100,20,gini,1.0,1.0,3563,1864
2026-03-14 21:46:12,disease_Soybean,100,30,gini,1.0,1.0,3563,1864
2026-03-14 21:46:12,disease_Soybean,100,full,gini,1.0,1.0,3563,1864
2026-03-14 21:46:13,disease_Soybean,200,10,gini,1.0,1.0,3563,1864
2026-03-14 21:46:14,disease_Soybean,200,20,gini,1.0,1.0,3563,1864
2026-03-14 21:46:16,disease_Soybean,200,30,gini,1.0,1.0,3563,1864
2026-03-14 21:46:17,disease_Soybean,200,full,gini,1.0,1.0,3563,1864
2026-03-14 21:46:18,disease_Soybean,300,10,gini,1.0,1.0,3563,1864
2026-03-14 21:46:20,disease_Soybean,300,20,gini,1.0,1.0,3563,1864
2026-03-14 21:46:22,disease_Soybean,300,30,gini,1.0,1.0,3563,1864
2026-03-14 21:46:23,disease_Soybean,300,full,gini,1.0,1.0,3563,1864
2026-03-14 21:46:24,disease_Squash,50,10,gini,1.0,1.0,1285,1864
2026-03-14 21:46:24,disease_Squash,50,20,gini,1.0,1.0,1285,1864
2026-03-14 21:46:24,disease_Squash,50,30,gini,1.0,1.0,1285,1864
2026-03-14 21:46:25,disease_Squash,50,full,gini,1.0,1.0,1285,1864
2026-03-14 21:46:25,disease_Squash,100,10,gini,1.0,1.0,1285,1864
2026-03-14 21:46:26,disease_Squash,100,20,gini,1.0,1.0,1285,1864
2026-03-14 21:46:27,disease_Squash,100,30,gini,1.0,1.0,1285,1864
2026-03-14 21:46:27,disease_Squash,100,full,gini,1.0,1.0,1285,1864
2026-03-14 21:46:28,disease_Squash,200,10,gini,1.0,1.0,1285,1864
2026-03-14 21:46:29,disease_Squash,200,20,gini,1.0,1.0,1285,1864
2026-03-14 21:46:30,disease_Squash,200,30,gini,1.0,1.0,1285,1864
2026-03-14 21:46:32,disease_Squash,200,full,gini,1.0,1.0,1285,1864
2026-03-14 21:46:33,disease_Squash,300,10,gini,1.0,1.0,1285,1864
2026-03-14 21:46:35,disease_Squash,300,20,gini,1.0,1.0,1285,1864
2026-03-14 21:46:36,disease_Squash,300,30,gini,1.0,1.0,1285,1864
2026-03-14 21:46:38,disease_Squash,300,full,gini,1.0,1.0,1285,1864
2026-03-14 21:46:38,disease_Strawberry,50,10,gini,0.9957356076759062,0.99574571952065,1096,1864
2026-03-14 21:46:39,disease_Strawberry,50,20,gini,0.9957356076759062,0.99574571952065,1096,1864
2026-03-14 21:46:39,disease_Strawberry,50,30,gini,0.9957356076759062,0.99574571952065,1096,1864
2026-03-14 21:46:40,disease_Strawberry,50,full,gini,0.9957356076759062,0.99574571952065,1096,1864
2026-03-14 21:46:41,disease_Strawberry,100,10,gini,0.9914712153518124,0.9915110874874592,1096,1864
2026-03-14 21:46:41,disease_Strawberry,100,20,gini,0.9914712153518124,0.9915110874874592,1096,1864
2026-03-14 21:46:42,disease_Strawberry,100,30,gini,0.9914712153518124,0.9915110874874592,1096,1864
2026-03-14 21:46:43,disease_Strawberry,100,full,gini,0.9914712153518124,0.9915110874874592,1096,1864
2026-03-14 21:46:44,disease_Strawberry,200,10,gini,0.9914712153518124,0.9915110874874592,1096,1864
2026-03-14 21:46:46,disease_Strawberry,200,20,gini,0.9914712153518124,0.9915110874874592,1096,1864
2026-03-14 21:46:47,disease_Strawberry,200,30,gini,0.9914712153518124,0.9915110874874592,1096,1864
2026-03-14 21:46:48,disease_Strawberry,200,full,gini,0.9914712153518124,0.9915110874874592,1096,1864
2026-03-14 21:46:50,disease_Strawberry,300,10,gini,0.9914712153518124,0.9915110874874592,1096,1864
2026-03-14 21:46:52,disease_Strawberry,300,20,gini,0.9914712153518124,0.9915110874874592,1096,1864
2026-03-14 21:46:54,disease_Strawberry,300,30,gini,0.9914712153518124,0.9915110874874592,1096,1864
2026-03-14 21:46:56,disease_Strawberry,300,full,gini,0.9914712153518124,0.9915110874874592,1096,1864
2026-03-14 21:46:58,disease_Tomato,50,10,gini,0.8896842878120411,0.8902417772539027,12712,1864
2026-03-14 21:47:01,disease_Tomato,50,20,gini,0.9140969162995595,0.9132467071054122,12712,1864
2026-03-14 21:47:03,disease_Tomato,50,30,gini,0.9194199706314243,0.9186999986632362,12712,1864
2026-03-14 21:47:05,disease_Tomato,50,full,gini,0.9188693098384728,0.9181183159590491,12712,1864
2026-03-14 21:47:09,disease_Tomato,100,10,gini,0.9027165932452276,0.9029060976520223,12712,1864
2026-03-14 21:47:13,disease_Tomato,100,20,gini,0.9240088105726872,0.9231410774459543,12712,1864
2026-03-14 21:47:17,disease_Tomato,100,30,gini,0.9234581497797357,0.922560810507256,12712,1864
2026-03-14 21:47:21,disease_Tomato,100,full,gini,0.9238252569750367,0.9229169687413835,12712,1864
2026-03-14 21:47:28,disease_Tomato,200,10,gini,0.9062041116005873,0.9064880469237881,12712,1864
2026-03-14 21:47:35,disease_Tomato,200,20,gini,0.9263950073421439,0.9255273214616384,12712,1864
2026-03-14 21:47:43,disease_Tomato,200,30,gini,0.9276798825256976,0.9268620918779259,12712,1864
2026-03-14 21:47:51,disease_Tomato,200,full,gini,0.9284140969162996,0.9275764525848494,12712,1864
2026-03-14 21:48:01,disease_Tomato,300,10,gini,0.9073054331864905,0.907642380555054,12712,1864
2026-03-14 21:48:12,disease_Tomato,300,20,gini,0.927496328928047,0.9265775033279837,12712,1864
2026-03-14 21:48:24,disease_Tomato,300,30,gini,0.9300660792951542,0.929327498878793,12712,1864
2026-03-14 21:48:35,disease_Tomato,300,full,gini,0.9300660792951542,0.9293171366025328,12712,1864
